OBSID	ID	SCENARIO	CHOICE	GENDER	A20	A2130	A3140	A4150	A5160	A61	RESIDENT	OINT	DINT	ODINT	AVEH3	AVEH2	INCM	INCH	AT1	AT2	AT3	TD1	TD2	TD3	FEE1	FEE2	FEE3	LI	MI	HI
607	77	7	1	0	0	0	0	1	0	0	1	0	1	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
608	77	8	1	0	0	0	0	1	0	0	1	0	1	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
609	78	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
610	78	2	1	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
611	78	3	1	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
612	78	4	1	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
613	78	5	1	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
614	78	6	1	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
615	78	7	1	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
616	78	8	1	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
617	79	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
618	79	2	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
619	79	3	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
620	79	4	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
621	79	5	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
622	79	6	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
623	79	7	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
624	79	8	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
625	80	1	3	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
626	80	2	3	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
627	80	3	3	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
628	80	4	3	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
629	80	5	1	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
630	80	6	1	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
631	80	7	1	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
632	80	8	1	1	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
633	81	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
634	81	2	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
635	81	3	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
636	81	4	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
637	81	5	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
638	81	6	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
639	81	7	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
640	81	8	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
641	82	1	3	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
642	82	2	3	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
643	82	3	3	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
644	82	4	3	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
645	82	5	1	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
646	82	6	1	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
647	82	7	1	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
648	82	8	1	1	0	0	1	0	0	0	1	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
649	83	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
650	83	2	1	0	0	0	0	1	0	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
651	83	3	1	0	0	0	0	1	0	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
652	83	4	1	0	0	0	0	1	0	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
653	83	5	1	0	0	0	0	1	0	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
654	83	6	1	0	0	0	0	1	0	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
655	83	7	1	0	0	0	0	1	0	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
656	83	8	1	0	0	0	0	1	0	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
657	84	1	3	1	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
658	84	2	3	1	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
659	84	3	3	1	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
660	84	4	3	1	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
661	84	5	1	1	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
662	84	6	1	1	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
663	84	7	1	1	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
664	84	8	1	1	0	0	0	1	0	0	0	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
665	85	1	3	1	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
666	85	2	3	1	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
667	85	3	3	1	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
668	85	4	3	1	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
669	85	5	2	1	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
670	85	6	2	1	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
671	85	7	1	1	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
672	85	8	1	1	0	0	0	1	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
673	86	1	3	0	0	1	0	0	0	0	1	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
674	86	2	3	0	0	1	0	0	0	0	1	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
675	86	3	3	0	0	1	0	0	0	0	1	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
676	86	4	3	0	0	1	0	0	0	0	1	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
677	86	5	1	0	0	1	0	0	0	0	1	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
678	86	6	1	0	0	1	0	0	0	0	1	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
679	86	7	1	0	0	1	0	0	0	0	1	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
680	86	8	1	0	0	1	0	0	0	0	1	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
681	87	1	3	1	0	1	0	0	0	0	1	1	1	1	1	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
682	87	2	3	1	0	1	0	0	0	0	1	1	1	1	1	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
683	87	3	3	1	0	1	0	0	0	0	1	1	1	1	1	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
684	87	4	3	1	0	1	0	0	0	0	1	1	1	1	1	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
685	87	5	2	1	0	1	0	0	0	0	1	1	1	1	1	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
686	87	6	2	1	0	1	0	0	0	0	1	1	1	1	1	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
687	87	7	1	1	0	1	0	0	0	0	1	1	1	1	1	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
688	87	8	1	1	0	1	0	0	0	0	1	1	1	1	1	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
689	89	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
690	89	2	3	0	0	0	0	1	0	0	0	1	0	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
691	89	3	3	0	0	0	0	1	0	0	0	1	0	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
692	89	4	3	0	0	0	0	1	0	0	0	1	0	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
693	89	5	1	0	0	0	0	1	0	0	0	1	0	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
694	89	6	1	0	0	0	0	1	0	0	0	1	0	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
695	89	7	1	0	0	0	0	1	0	0	0	1	0	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
696	89	8	1	0	0	0	0	1	0	0	0	1	0	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
697	90	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
698	90	2	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
699	90	3	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
700	90	4	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
701	90	5	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
702	90	6	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
703	90	7	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
704	90	8	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
705	91	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
706	91	2	1	0	0	0	1	0	0	0	1	1	0	0	1	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
707	91	3	1	0	0	0	1	0	0	0	1	1	0	0	1	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
708	91	4	1	0	0	0	1	0	0	0	1	1	0	0	1	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
709	91	5	1	0	0	0	1	0	0	0	1	1	0	0	1	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
710	91	6	1	0	0	0	1	0	0	0	1	1	0	0	1	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
711	91	7	1	0	0	0	1	0	0	0	1	1	0	0	1	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
712	91	8	1	0	0	0	1	0	0	0	1	1	0	0	1	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
713	92	1	3	0	0	0	0	0	0	1	1	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
714	92	2	3	0	0	0	0	0	0	1	1	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
715	92	3	3	0	0	0	0	0	0	1	1	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
716	92	4	3	0	0	0	0	0	0	1	1	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
717	92	5	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
718	92	6	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
719	92	7	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
720	92	8	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
721	93	1	3	0	0	0	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
722	93	2	3	0	0	0	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
723	93	3	3	0	0	0	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
724	93	4	3	0	0	0	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
725	93	5	1	0	0	0	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
726	93	6	1	0	0	0	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
727	93	7	1	0	0	0	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
728	93	8	1	0	0	0	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
729	94	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
730	94	2	1	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
731	94	3	1	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
732	94	4	1	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
733	94	5	1	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
734	94	6	1	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
735	94	7	1	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
736	94	8	1	1	0	1	0	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
737	95	1	1	1	0	1	0	0	0	0	1	0	1	0	1	1	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
738	95	2	1	1	0	1	0	0	0	0	1	0	1	0	1	1	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
739	95	3	1	1	0	1	0	0	0	0	1	0	1	0	1	1	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
740	95	4	1	1	0	1	0	0	0	0	1	0	1	0	1	1	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
741	95	5	1	1	0	1	0	0	0	0	1	0	1	0	1	1	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
742	95	6	1	1	0	1	0	0	0	0	1	0	1	0	1	1	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
743	95	7	1	1	0	1	0	0	0	0	1	0	1	0	1	1	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
744	95	8	1	1	0	1	0	0	0	0	1	0	1	0	1	1	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
745	96	1	3	1	0	0	0	0	1	0	0	0	1	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
746	96	2	3	1	0	0	0	0	1	0	0	0	1	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
747	96	3	3	1	0	0	0	0	1	0	0	0	1	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
748	96	4	3	1	0	0	0	0	1	0	0	0	1	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
749	96	5	1	1	0	0	0	0	1	0	0	0	1	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
750	96	6	1	1	0	0	0	0	1	0	0	0	1	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
751	96	7	1	1	0	0	0	0	1	0	0	0	1	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
752	96	8	1	1	0	0	0	0	1	0	0	0	1	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
753	97	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
754	97	2	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
755	97	3	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
756	97	4	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
757	97	5	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
758	97	6	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
759	97	7	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
760	97	8	1	0	0	1	0	0	0	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
761	98	1	3	1	0	1	0	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
762	98	2	3	1	0	1	0	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
763	98	3	3	1	0	1	0	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
764	98	4	3	1	0	1	0	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
765	98	5	2	1	0	1	0	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
766	98	6	2	1	0	1	0	0	0	0	0	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
767	98	7	1	1	0	1	0	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
768	98	8	1	1	0	1	0	0	0	0	0	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
769	99	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
770	99	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
771	99	3	1	1	0	0	1	0	0	0	0	0	1	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
772	99	4	1	1	0	0	1	0	0	0	0	0	1	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
773	99	5	1	1	0	0	1	0	0	0	0	0	1	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
774	99	6	1	1	0	0	1	0	0	0	0	0	1	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
775	99	7	1	1	0	0	1	0	0	0	0	0	1	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
776	99	8	1	1	0	0	1	0	0	0	0	0	1	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
777	100	1	3	0	1	0	0	0	0	0	0	0	1	0	1	1	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
778	100	2	3	0	1	0	0	0	0	0	0	0	1	0	1	1	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
779	100	3	3	0	1	0	0	0	0	0	0	0	1	0	1	1	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
780	100	4	3	0	1	0	0	0	0	0	0	0	1	0	1	1	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
781	100	5	1	0	1	0	0	0	0	0	0	0	1	0	1	1	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
782	100	6	1	0	1	0	0	0	0	0	0	0	1	0	1	1	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
783	100	7	1	0	1	0	0	0	0	0	0	0	1	0	1	1	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
784	100	8	1	0	1	0	0	0	0	0	0	0	1	0	1	1	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
785	101	1	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
786	101	2	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
787	101	3	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
788	101	4	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
789	101	5	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
790	101	6	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
791	101	7	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
792	101	8	3	1	0	0	1	0	0	0	1	1	0	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
793	102	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
794	102	2	3	0	0	0	0	0	0	0	0	0	1	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
795	102	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
796	102	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
797	102	5	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
798	102	6	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
799	102	7	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
800	102	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
801	103	1	3	0	0	0	0	0	0	1	0	0	1	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
802	103	2	3	0	0	0	0	0	0	1	0	0	1	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
803	103	3	3	0	0	0	0	0	0	1	0	0	1	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
804	103	4	3	0	0	0	0	0	0	1	0	0	1	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
805	103	5	2	0	0	0	0	0	0	1	0	0	1	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
806	103	6	2	0	0	0	0	0	0	1	0	0	1	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
807	103	7	1	0	0	0	0	0	0	1	0	0	1	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
808	103	8	1	0	0	0	0	0	0	1	0	0	1	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
